キー情報,持続時間(s),遅延時間(s),経過時間(s) (セッション開始からの時間)
g,0.068,0.053,709.015
i,0.092,0.089,709.050
t,0.109,1.228,710.370
i,0.084,1.337,710.480
t,0.077,0.030,710.594
i,0.065,0.090,710.654
a,0.092,0.552,711.271
d,0.133,0.167,711.529
o,0.151,0.267,711.630
a,0.180,0.510,712.290
k,0.117,0.258,712.729
a,0.087,0.033,712.879
t,0.120,0.165,713.132
u,0.104,0.195,713.446
i,0.090,0.059,713.610
h,0.180,1.139,714.839
u,0.134,1.201,714.901
t,0.089,0.060,715.095
u,0.105,0.120,715.156
y,0.074,0.166,715.427
h,0.135,0.121,715.621
u,0.119,0.166,715.666
y,0.075,0.030,715.816
u,0.105,0.075,715.860
n,0.101,3.681,719.646
e,0.100,3.770,719.735
n,0.104,0.058,719.805
n,0.090,0.031,719.940
d,0.104,0.121,720.151
o,0.117,0.166,720.196
u,0.120,2.103,722.416
g,0.089,1.244,723.780
o,0.103,1.292,723.828
k,0.076,0.058,723.989
i,0.090,0.060,724.125
k,0.176,0.814,725.029
o,0.131,0.900,725.116
n,0.100,0.038,725.284
n,0.078,0.016,725.400
d,0.100,0.018,725.495
o,0.090,0.088,725.566
y,0.120,1.502,727.158
o,0.091,0.088,727.365
u,0.141,0.016,727.472
