key_info,duration,delay,elapsed_time,推定感情
o,0.128,0.395,662.289,設定状況の魅力
g,0.073,0.781,663.198,設定状況の魅力
o,0.088,0.03,663.301,設定状況の魅力
m,0.17,0.056,663.445,設定状況の魅力
i,0.116,0.175,663.563,設定状況の魅力
b,0.111,0.923,664.602,設定状況の魅力
a,0.078,0.03,664.744,設定状況の魅力
g,0.092,0.533,665.355,設定状況の魅力
g,0.083,0.132,665.579,設定状況の魅力
u,0.15,0.078,665.74,設定状況の魅力
s,0.072,0.826,666.716,設定状況の魅力
e,0.12,0.099,666.887,設定状況の魅力
k,0.095,0.057,667.065,設定状況の魅力
s,0.075,0.379,667.538,設定状況の魅力
e,0.087,0.107,667.721,設定状況の魅力
i,0.079,0.188,667.802,設定状況の魅力
k,0.093,0.099,667.981,設定状況の魅力
a,0.113,0.169,668.051,設定状況の魅力
g,0.082,0.46,668.624,設定状況の魅力
o,0.057,0.031,668.736,設定状況の魅力
g,0.087,0.022,668.814,設定状況の魅力
o,0.063,0.021,668.922,設定状況の魅力
s,0.093,0.785,669.771,設定状況の魅力
y,0.162,0.112,669.976,設定状況の魅力
u,0.091,0.234,670.097,設定状況の魅力
u,0.076,0.086,670.274,設定状況の魅力
z,0.138,0.926,671.276,設定状況の魅力
u,0.088,0.067,671.481,設定状況の魅力
t,0.067,0.112,671.681,設定状況の魅力
t,0.082,0.069,671.816,設定状況の魅力
o,0.065,0.051,671.949,設定状況の魅力
t,0.088,0.729,672.743,設定状況の魅力
a,0.083,0.099,672.93,設定状況の魅力
k,0.179,0.062,673.075,設定状況の魅力
u,0.125,0.155,673.168,設定状況の魅力
t,0.078,0.238,673.531,設定状況の魅力
a,0.103,0.121,673.73,設定状況の魅力
a,0.125,0.55,674.383,設定状況の魅力
t,0.13,0.055,674.563,設定状況の魅力
u,0.144,0.11,674.618,設定状況の魅力
g,0.076,0.802,675.564,設定状況の魅力
u,0.142,0.358,675.998,設定状況の魅力
a,0.099,0.319,676.459,設定状況の魅力
i,0.105,0.039,676.597,設定状況の魅力
r,0.147,1.002,677.705,設定状況の魅力
y,0.165,0.151,678.002,設定状況の魅力
u,0.109,0.238,678.089,設定状況の魅力
u,0.105,0.056,678.254,設定状況の魅力
g,0.109,0.277,678.637,設定状況の魅力
a,0.096,0.027,678.773,設定状況の魅力
k,0.181,0.043,678.912,設定状況の魅力
u,0.131,0.153,679.022,設定状況の魅力
g,0.091,1.016,680.168,設定状況の魅力
y,0.129,0.029,680.289,設定状況の魅力
o,0.177,0.132,680.391,設定状況の魅力
u,0.118,0.087,680.504,設定状況の魅力
a,0.142,0.652,681.274,設定状況の魅力
t,0.107,0.029,681.445,設定状況の魅力
k,0.236,0.13,681.682,設定状況の魅力
u,0.146,0.191,681.743,設定状況の魅力
a,0.144,0.312,682.23,設定状況の魅力
t,0.142,0.408,682.326,設定状況の魅力
right,0.138,12.625,695.092,設定状況の魅力
